Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,France,FRA,56.4099998474121,56.5250015258789,57.5250015258789,58.1749992370605,57.9039993286133,58.0629997253418,57.7140007019043,57.6619987487793,57.359001159668,57.5960006713867,57.9179992675781,56.7360000610352,56.5730018615723,56.2890014648438,55.8800010681152,55.2669982910156,54.4389991760254,54.1539993286133,54.2430000305176,54.6310005187988,54.5540008544922
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Germany,DEU,62.132999420166,62.4469985961914,62.5639991760254,61.9720001220703,60.8639984130859,59.6139984130859,58.4770011901855,59.1129989624023,59.7910003662109,61.0960006713867,61.7589988708496,61.1790008544922,61.568000793457,62.7050018310547,62.9010009765625,62.9679985046387,63.0099983215332,62.923999786377,63.3250007629395,63.6100006103516,63.7680015563965
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Hungary,HUN,51.3549995422363,53.3450012207031,53.7669982910156,54.0610008239746,53.9850006103516,54.5859985351563,54.398998260498,54.298999786377,54.7350006103516,54.6759986877441,53.8800010681152,52.193000793457,51.4039993286133,52.0660018920898,52.548999786377,54.0250015258789,57.2919998168945,59.1829986572266,61.2620010375977,62.798999786377,62.851001739502
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Iceland,ISL,79.9609985351563,80.9520034790039,81.9469985961914,82.3249969482422,79.3970031738281,78.5210037231445,77.1559982299805,78.5899963378906,79.5970001220703,80.0609970092773,78.5619964599609,72.213996887207,72.5650024414063,72.302001953125,72.9390029907227,74.2539978027344,76.3730010986328,77.7789993286133,79.9089965820313,78.7129974365234,78.161003112793
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Iraq,IRQ,68.9300003051758,68.5080032348633,68.2929992675781,67.8359985351563,67.3059997558594,66.8310012817383,66.4089965820313,66.1869964599609,66.0070037841797,65.8710021972656,66.4570007324219,66.234001159668,66.6159973144531,67.1110000610352,67.4769973754883,67.245002746582,67.6380004882813,67.4889984130859,66.8720016479492,67.4349975585938,67.4039993286133
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,"Iran, Islamic Rep.",IRN,66.890998840332,66.3099975585938,66.0439987182617,65.8889999389648,65.6600036621094,66.5270004272461,67.4049987792969,66.4290008544922,65.9240036010742,65.5479965209961,63.9249992370605,63.0279998779297,61.6150016784668,62.3889999389648,62.1150016784668,63.6720008850098,63.3489990234375,63.8170013427734,64.0179977416992,64.1129989624023,64.0370025634766
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Ireland,IRL,67.7300033569336,70.213996887207,72.0299987792969,72.0940017700195,70.7350006103516,70.4390029907227,70.6269989013672,72.2959976196289,72.9710006713867,72.3450012207031,69.4150009155273,61.5530014038086,58.5750007629395,57.3059997558594,56.9930000305176,59.076000213623,60.5169982910156,61.9599990844727,62.9440002441406,63.7809982299805,64.1060028076172
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Israel,ISR,62.9029998779297,62.0820007324219,61.9819984436035,61.3079986572266,59.4070014953613,58.9620018005371,60.0060005187988,61.1430015563965,62.0400009155273,63.5909996032715,64.6399993896484,62.2029991149902,63.1599998474121,64.1940002441406,64.7389984130859,65.2969970703125,65.4410018920898,65.943000793457,66.052001953125,66.3529968261719,66.3639984130859
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Italy,ITA,55.9090003967285,56.0379981994629,56.1339988708496,56.4410018920898,56.9490013122559,57.3250007629395,57.8790016174316,57.2029991149902,57.4179992675781,57.4070014953613,56.9659996032715,55.4490013122559,54.5270004272461,54.1389999389648,53.2210006713867,51.6110000610352,51.3730010986328,51.8019981384277,52.3190002441406,52.6949996948242,52.8950004577637
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Japan,JPN,74.3379974365234,73.427001953125,72.8980026245117,72.0139999389648,71.0090026855469,70.4079971313477,70.1940002441406,70.181999206543,70.1910018920898,70.6259994506836,70.2429962158203,68.7669982910156,68.1920013427734,68.0859985351563,67.7210006713867,67.838996887207,68.1709976196289,68.2020034790039,68.5849990844727,68.8870010375977,68.8740005493164
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Kenya,KEN,68.9729995727539,68.7600021362305,67.9850006103516,67.1959991455078,66.1829986572266,65.2710037231445,64.5110015869141,63.7599983215332,63.9000015258789,64.1849975585938,64.3010025024414,63.7360000610352,63.7789993286133,63.8320007324219,63.6479988098145,63.3050003051758,63.2210006713867,62.890998840332,62.6549987792969,62.6710014343262,62.6119995117188
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Kuwait,KWT,81.7750015258789,81.947998046875,82.0950012207031,81.7799987792969,81.5899963378906,81.3190002441406,81.3359985351563,81.8649978637695,81.6269989013672,81.4189987182617,81.7080001831055,82.7570037841797,83.3160018920898,83.6709976196289,83.9209976196289,84.1760025024414,84.5029983520508,85.4499969482422,85.0380020141602,84.8690032958984,84.5459976196289
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Latvia,LVA,57.4799995422363,57.6469993591309,55.173999786377,54.6180000305176,56.2719993591309,56.9850006103516,58.2809982299805,59.0019989013672,62.6339988708496,64.6330032348633,63.8219985961914,53.1020011901855,50.4519996643066,53.3559989929199,55.9269981384277,57.8979988098145,58.7509994506836,60.0789985656738,60.0660018920898,61.6080017089844,61.890998840332
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Libya,LBY,59.4589996337891,59.601001739502,60.1759986877441,61.7809982299805,62.3240013122559,62.3930015563965,62.5359992980957,63.0390014648438,63.5519981384277,64.3820037841797,65.3479995727539,65.2300033569336,65.2330017089844,64.3990020751953,64.7959976196289,65.7639999389648,67.0110015869141,67.947998046875,67.9789962768555,67.2910003662109,67.193000793457
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Malaysia,MYS,75.9280014038086,75.5910034179688,75.8710021972656,75.4520034790039,75.3000030517578,74.9020004272461,74.8880004882813,74.7850036621094,74.6470031738281,74.4489974975586,73.8840026855469,73.4359970092773,73.7529983520508,74.4940032958984,75.0179977416992,75.3479995727539,75.2009963989258,75.1370010375977,74.75,74.8489990234375,75.0439987182617
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Maldives,MDV,71.2129974365234,70.4889984130859,69.9049987792969,69.7959976196289,69.9130020141602,70.3339996337891,70.9560012817383,71.6679992675781,72.0989990234375,72.7870025634766,73.5029983520508,73.9899978637695,74.734001159668,75.4400024414063,76.1719970703125,76.8470001220703,77.661003112793,77.2770004272461,76.4499969482422,76.7580032348633,76.8779983520508
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Malta,MLT,66.6790008544922,66.2990036010742,66.1589965820313,67.2089996337891,65.4260025024414,65.2679977416992,64.0319976806641,63.3089981079102,63.4150009155273,63.1500015258789,62.4630012512207,61.6040000915527,61.9720001220703,62.7550010681152,62.2620010375977,62.1629981994629,62.6940002441406,63.1440010070801,63.9749984741211,63.375,63.1339988708496
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Mexico,MEX,81.4199981689453,81.5670013427734,80.7460021972656,80.2850036621094,79.5220031738281,78.6620025634766,78.822998046875,78.7089996337891,78.9879989624023,78.7519989013672,78.0189971923828,76.0380020141602,75.8010025024414,75.6790008544922,76.1780014038086,75.7649993896484,75.6399993896484,75.9390029907227,76.0449981689453,76.3980026245117,76.3420028686523
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Middle East & North Africa,MEA,66.7761758621508,66.7322734130103,66.4399552856761,66.0431618265541,65.8464180102825,66.0096490225765,66.9446898073412,66.8876318107463,67.2576846534007,67.4636076478549,67.6557892319455,67.8281302053409,68.108950930559,67.7682161622661,67.7863872725606,68.3060443336056,67.988283439241,67.7797290995549,67.763084994392,67.7580703755339,67.7692256445096
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Netherlands,NLD,69.3649978637695,69.838996887207,71.2060012817383,71.7279968261719,71.9079971313477,70.3339996337891,69.5660018920898,69.1149978637695,69.8949966430664,70.8720016479492,71.4209976196289,70.7109985351563,68.181999206543,67.0970001220703,66.8550033569336,65.5429992675781,65.3529968261719,65.5080032348633,65.6660003662109,66.109001159668,66.4130020141602
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,New Zealand,NZL,67.4729995727539,67.754997253418,68.6470031738281,69.5599975585938,70.4860000610352,70.1940002441406,71.5100021362305,72.1019973754883,72.5910034179688,72.7480010986328,71.7190017700195,69.5790023803711,69.2220001220703,69.3399963378906,68.6330032348633,69.3109970092773,70.4660034179688,70.4889984130859,71.4260025024414,72.5459976196289,72.4710006713867
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Nepal,NPL,88.963996887207,88.786003112793,88.5130004882813,88.1920013427734,87.9120025634766,87.6119995117188,87.3170013427734,87.004997253418,86.7160034179688,86.4400024414063,86.0510025024414,85.5559997558594,85.3369979858398,85.0899963378906,84.765998840332,84.5120010375977,84.2829971313477,83.9039993286133,83.5029983520508,83.3270034790039,83.1829986572266
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,North America,NAC,70.4772724671794,70.7047193494149,70.9032743421025,69.798254674652,68.6459555590253,67.9036479528083,68.1086380923102,68.4270660328189,68.8159824550454,68.5325277094281,67.4622955484053,63.6473459335001,62.8509673942711,63.1481558435288,63.836358070322,63.9072277163898,64.3577664286012,64.8055155208049,65.1287522739595,65.4559712008049,65.4322609481276
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Norway,NOR,70.2900009155273,70.0090026855469,70.1910018920898,69.6709976196289,69.1370010375977,67.6500015258789,67.2249984741211,67.0920028686523,68.0370025634766,69.0090026855469,69.7229995727539,67.8209991455078,66.8359985351563,66.4339981079102,66.5490036010742,65.9670028686523,65.5540008544922,65.3050003051758,64.1920013427734,63.7949981689453,63.8079986572266
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Oman,OMN,74.786003112793,74.2969970703125,73.9599990844727,73.9100036621094,73.9469985961914,74.0910034179688,74.1480026245117,74.3679962158203,74.4909973144531,75.2519989013672,76.4049987792969,77.5859985351563,79.2600021362305,80.3820037841797,81.7160034179688,83.2220001220703,84.734001159668,86.2460021972656,86.338996887207,86.6859970092773,87.2050018310547
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Pakistan,PAK,82.5080032348633,82.7570037841797,83.0459976196289,82.8399963378906,82.572998046875,82.6910018920898,82.8330001831055,81.677001953125,80.4540023803711,80.3789978027344,79.9879989624023,79.7679977416992,79.5260009765625,79.0859985351563,78.8720016479492,78.3899993896484,78.7060012817383,78.8659973144531,79.0540008544922,79.3570022583008,79.4660034179688
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Poland,POL,58.9939994812012,56.0069999694824,54.2809982299805,53.007999420166,50.8400001525879,50.5509986877441,50.7319984436035,52.5709991455078,54.2919998168945,56.6969985961914,59.0340003967285,58.8440017700195,58.2729988098145,58.673999786377,58.6360015869141,58.5940017700195,59.6889991760254,60.3120002746582,61.4360008239746,62.6440010070801,63.1349983215332
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Portugal,PRT,67.4240036010742,66.8720016479492,67.5240020751953,68.1190032958984,67.9670028686523,66.2570037841797,65.6389999389648,64.6419982910156,64.8560028076172,64.5930023193359,64.3880004882813,61.5209999084473,60.3559989929199,58.5699996948242,55.7760009765625,54.5449981689453,55.7439994812012,56.3639984130859,57.1749992370605,59.2239990234375,60.1529998779297
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Philippines,PHL,74.8639984130859,74.5059967041016,74.5329971313477,74.4759979248047,74.2870025634766,73.8059997558594,74.2949981689453,73.6760025024414,73.1790008544922,73.4540023803711,73.6210021972656,73.4889984130859,73.3040008544922,73.9619979858398,73.5210037231445,73.1309967041016,73.4850006103516,73.8160018920898,73.8830032348633,72.2320022583008,72.2360000610352
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Romania,ROU,67.9189987182617,66.8669967651367,65.7539978027344,64.6669998168945,58.8530006408691,58.2869987487793,56.9420013427734,56.4099998474121,57.0999984741211,57.701000213623,58.1689987182617,57.4990005493164,59.4420013427734,57.9070014953613,58.9010009765625,58.6360015869141,59.2379989624023,59.3819999694824,59.273998260498,60.8849983215332,61.0989990234375
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Russian Federation,RUS,57.3269996643066,60.0690002441406,61.6510009765625,61.3559989929199,62.1879997253418,61.5449981689453,62.1269989013672,62.8470001220703,62.8870010375977,64.6470031738281,65.5579986572266,63.7840003967285,64.8000030517578,65.6419982910156,66.5449981689453,66.7060012817383,67.0930023193359,67.0879974365234,67.2979965209961,67.1439971923828,67.0469970703125
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Saudi Arabia,SAU,70.5920028686523,70.4940032958984,72.7360000610352,71.9589996337891,71.2350006103516,70.9020004272461,70.6859970092773,70.5319976806641,70.0130004882813,70.5579986572266,70.9940032958984,70.9550018310547,71.8130035400391,72.8239974975586,74.9219970703125,76.2310028076172,76.6620025634766,77.2040023803711,76.6790008544922,76.6060028076172,76.8330001831055
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Singapore,SGP,76.5319976806641,74.8089981079102,75.1110000610352,74.9029998779297,72.7969970703125,72.0429992675781,71.7030029296875,72.3320007324219,73.6890029907227,74.629997253418,74.2020034790039,73.1539993286133,74.1389999389648,74.1350021362305,74.5299987792969,74.1449966430664,74.3840026855469,74.4899978637695,73.8690032958984,73.8170013427734,73.6320037841797
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Serbia,SRB,58.201000213623,58.5989990234375,58.8870010375977,58.476001739502,57.3650016784668,55.826000213623,54.9589996337891,53.6380004882813,52.6870002746582,53.4220008850098,55.0209999084473,51.5349998474121,48.4449996948242,46.2620010375977,46.1300010681152,48.1689987182617,49.806999206543,50.1479988098145,53.0559997558594,54.4630012512207,54.2480010986328
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Somalia,SOM,65.504997253418,65.3150024414063,65.3040008544922,65.2720031738281,65.0339965820313,64.9820022583008,64.8960037231445,64.8990020751953,65.0390014648438,65.2929992675781,65.2149963378906,64.5059967041016,64.2829971313477,64.0820007324219,63.9809989929199,63.8019981384277,63.8429985046387,63.8489990234375,63.943000793457,64.2259979248047,64.2470016479492
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,South Asia,SAS,81.5919940780729,81.3357464891143,81.1096449285869,81.0200017752839,80.91485189497,80.9478402572756,81.1771201175839,81.2248578264441,80.9488620645326,80.6836516243516,80.2065557885011,79.539723014533,79.2094433439973,78.7285566612161,78.202550847829,77.9132109426311,77.801936423884,77.5993719834708,77.3751893367994,77.3893614987948,77.3530184722351
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,South Africa,ZAF,47.9550018310547,47.4910011291504,47.3709983825684,46.6829986572266,46.2350006103516,45.3110008239746,46.1539993286133,47.7669982910156,48.867000579834,49.201000213623,51.4560012817383,48.5439987182617,46.6310005187988,46.3240013122559,46.5419998168945,46.576000213623,46.6100006103516,47.5349998474121,46.8170013427734,46.6640014648438,46.943000793457
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Spain,ESP,55.867000579834,58.0359992980957,59.4720001220703,60.6240005493164,60.8580017089844,61.3059997558594,61.5699996948242,63.1389999389648,63.8639984130859,63.8499984741211,61.4640007019043,55.6679992675781,54.1360015869141,52.6389999389648,49.8930015563965,48.7299995422363,49.6319999694824,51.257999420166,52.5870018005371,53.8359985351563,54.7179985046387
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sri Lanka,LKA,72.4789962768555,73.0429992675781,72.4250030517578,72.1399993896484,71.7210006713867,72.2630004882813,72.0660018920898,72.427001953125,73.0339965820313,73.3310012817383,73.7570037841797,73.1070022583008,73.6269989013672,73.8539962768555,73.8270034790039,73.8720016479492,73.2119979858398,72.0940017700195,71.2269973754883,70.4300003051758,70.0240020751953
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Switzerland,CHE,75.8769989013672,75.9209976196289,75.8820037841797,75.9150009155273,74.4929962158203,73.6780014038086,72.8199996948242,72.120002746582,72.7949981689453,73.5329971313477,73.2639999389648,72.3939971923828,70.9759979248047,71.5849990844727,71.2060012817383,70.693000793457,70.6480026245117,70.734001159668,70.8239974975586,70.9280014038086,70.6429977416992
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Sweden,SWE,61.0439987182617,61.7360000610352,62.6150016784668,63.492000579834,63.0229988098145,62.4589996337891,61.6539993286133,61.951000213623,62.8250007629395,63.7140007019043,63.8650016784668,61.4939994812012,61.5800018310547,62.0989990234375,61.7280006408691,62.076000213623,62.0719985961914,62.2560005187988,62.4379997253418,62.9129981994629,63.0279998779297
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tajikistan,TJK,45.556999206543,46.068000793457,46.4280014038086,46.5550003051758,46.5460014343262,46.6689987182617,46.9080009460449,47.4109992980957,48.3699989318848,49.2610015869141,49.773998260498,49.7470016479492,50.0499992370605,50.5,50.7879981994629,51.0480003356934,51.4529991149902,51.9119987487793,52.4020004272461,52.8059997558594,52.8790016174316
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Thailand,THA,79.5339965820313,78.8960037231445,79.4130020141602,79.8870010375977,80.1510009765625,80.1350021362305,80.4100036621094,80.2699966430664,80.2600021362305,80.4339981079102,80.3560028076172,80.495002746582,79.5510025024414,80.4589996337891,80.379997253418,79.0130004882813,78.0640029907227,77.3030014038086,76.2129974365234,75.9599990844727,75.6669998168945
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Tanzania,TZA,87.0439987182617,86.8130035400391,86.8109970092773,86.8870010375977,86.9179992675781,87.1070022583008,87.3349990844727,87.5790023803711,87.9499969482422,87.9649963378906,87.7600021362305,87.1709976196289,86.6470031738281,86.2610015869141,86.120002746582,86.0619964599609,86.1439971923828,86.0540008544922,85.984001159668,86.0080032348633,85.927001953125
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Turkey,TUR,70.6989974975586,69.1419982910156,67.8420028686523,65.3889999389648,62.6829986572266,61.5219993591309,62.3499984741211,62.7949981689453,62.5200004577637,62.390998840332,62.2960014343262,60.4410018920898,62.4249992370605,64.697998046875,64.5029983520508,64.8249969482422,64.8219985961914,65.1419982910156,65.2880020141602,65.9049987792969,65.6070022583008
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Uganda,UGA,74.7789993286133,74.5090026855469,74.4530029296875,74.3170013427734,74.1709976196289,74.1129989624023,74.4919967651367,74.822998046875,74.6559982299805,74.5940017700195,74.3079986572266,73.6940002441406,73.6750030517578,73.7789993286133,73.8420028686523,74.8280029296875,74.6279983520508,74.3990020751953,74.2289962768555,74.0500030517578,73.9619979858398
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United Kingdom,GBR,65.0279998779297,65.1829986572266,65.6429977416992,65.5910034179688,65.2030029296875,65.5759963989258,65.5749969482422,65.6719970703125,65.5009994506836,65.4889984130859,65.2900009155273,63.0620002746582,62.685001373291,62.3940010070801,62.7929992675781,62.9630012512207,63.9119987487793,64.4690017700195,64.8160018920898,64.7979965209961,65.036003112793
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United Arab Emirates,ARE,89.0469970703125,89.1780014038086,89.5029983520508,88.6679992675781,88.3600006103516,88.6129989624023,89.2939987182617,90.1760025024414,89.7919998168945,90.1869964599609,90.9359970092773,91.5100021362305,92.4390029907227,92.4560012817383,92.431999206543,92.5390014648438,92.9140014648438,93.4140014648438,92.9580001831055,92.072998046875,91.7750015258789
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,United States,USA,71.0080032348633,71.1760025024414,71.3320007324219,70.1620025634766,68.8529968261719,67.9649963378906,68.1800003051758,68.5339965820313,68.9769973754883,68.6230010986328,67.4209976196289,63.4990005493164,62.5830001831055,62.8629989624023,63.6479988098145,63.7249984741211,64.2539978027344,64.7600021362305,65.1760025024414,65.4769973754883,65.4290008544922
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Vietnam,VNM,79.3420028686523,79.4459991455078,79.2639999389648,79.2900009155273,79.5299987792969,79.4919967651367,79.4240036010742,79.1750030517578,79.015998840332,78.9469985961914,78.5739974975586,79.1019973754883,80.4089965820313,80.7519989013672,80.6669998168945,81.3369979858398,81.4970016479492,81.3610000610352,80.7590026855469,80.8710021972656,80.802001953125
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Uzbekistan,UZB,64.5120010375977,64.4649963378906,65.322998046875,66.1370010375977,66.7080001831055,67.4349975585938,68.3669967651367,69.3160018920898,70.2429962158203,71.0559997558594,71.3460006713867,71.4680023193359,71.4980010986328,72.1350021362305,72.568000793457,72.9410018920898,73.1039962768555,73.3379974365234,73.5439987182617,73.8570022583008,73.7789993286133
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Zimbabwe,ZWE,81.2210006713867,80.7210006713867,81.4280014038086,82.2009963989258,82.818000793457,83.5910034179688,84.4140014648438,84.4929962158203,84.7379989624023,84.7480010986328,84.6139984130859,84.3280029296875,84.3669967651367,84.2959976196289,84.1039962768555,84.2070007324219,84.4089965820313,84.5530014038086,84.7779998779297,84.9970016479492,85.0599975585938
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,"Yemen, Rep.",YEM,63.6319999694824,62.7729988098145,62.6920013427734,62.4630012512207,62.0970001220703,61.9900016784668,61.9010009765625,61.826000213623,61.810001373291,61.8370018005371,61.7000007629395,60.8549995422363,60.5890007019043,60.1769981384277,59.8219985961914,59.4819984436035,59.2610015869141,59.9449996948242,61.2369995117188,62.1119995117188,62.2789993286133
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,"Korea, Rep.",KOR,68.6399993896484,68.5120010375977,70.0589981079102,70.1809997558594,71.4300003051758,71.1579971313477,71.4300003051758,71.0469970703125,70.6949996948242,70.7969970703125,70.1129989624023,69.2919998168945,69.2740020751953,69.6289978027344,69.9489974975586,70.0289993286133,70.6510009765625,70.4580001831055,70.4020004272461,70.4649963378906,70.4339981079102
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Brunei Darussalam,BRN,76.4589996337891,76.379997253418,76.3710021972656,75.5199966430664,74.8730010986328,74.3939971923828,74.0220031738281,73.7720031738281,73.265998840332,72.7699966430664,72.1220016479492,71.2440032958984,70.9530029296875,70.7570037841797,70.2109985351563,69.5139999389648,68.984001159668,67.9089965820313,66.786003112793,65.6709976196289,65.5429992675781
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Qatar,QAT,91.9459991455078,91.625,91.4940032958984,91.2429962158203,91.3140029907227,91.8740005493164,92.3410034179688,93.2870025634766,92.072998046875,92.4049987792969,93.4029998779297,94.6520004272461,95.6500015258789,94.4120025634766,93.8679962158203,93.8880004882813,94.3399963378906,94.995002746582,94.6910018920898,94.5449981689453,94.6330032348633
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,79.8600997924805,..,..,..,75.9989013671875,..,..,..,..,65.5767974853516,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Australia,AUS,66.9253997802734,67.1567993164063,67.4403991699219,66.8483963012695,67.1013031005859,67.328498840332,67.7348022460938,68.5700988769531,68.8659973144531,69.5810012817383,69.7474975585938,68.1872024536133,68.6891021728516,68.6372985839844,68.0400009155273,67.3134994506836,66.695198059082,66.7944030761719,66.6101989746094,66.7789001464844,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Argentina,ARG,59.9000015258789,59,63.5999984741211,59,59.0999984741211,64.3000030517578,66.2422027587891,67.6837997436523,68.7925033569336,69.5999984741211,69.2042999267578,68.1738967895508,68.9559020996094,69.7864990234375,69.2826995849609,68.8621978759766,67.7675018310547,..,..,65.5924987792969,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Austria,AUT,65.4905014038086,66.1486968994141,65.6181030273438,65.2677993774414,64.6309967041016,64.7384033203125,61.3638000488281,62.7914009094238,63.4426002502441,64.5366973876953,64.847900390625,63.6276016235352,63.752799987793,63.8624000549316,63.6239013671875,63.3330001831055,62.5559997558594,62.3619003295898,62.4869995117188,62.8600006103516,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Bahrain,BHR,57.5999984741211,58.7000007629395,60.9000015258789,82.4199981689453,67,73.5999984741211,77.9000015258789,77.6600036621094,..,75.9800033569336,..,79.5500030517578,86.9400024414063,86.0100021362305,..,..,..,86.8000030517578,..,..,..
