category,item,variety,price,unit,month,year
vegetable,carrots,topped_washed,0.36,kg,10,2019
vegetable,cauliflower,all,0.64,head,10,2019
vegetable,celery,all_washed,0.7,kg,10,2019
vegetable,celeriac,celeriac,0.73,kg,10,2019
vegetable,chinese_leaf,chinese_leaf,0.95,kg,10,2019
vegetable,coriander,coriander,1.64,kg,10,2019
vegetable,courgettes,courgettes,1.04,kg,10,2019
vegetable,cucumbers,cucumbers,0.85,kg,10,2019
vegetable,leeks,trimmed,1.17,kg,10,2019
vegetable,lettuce,butterhead_indoor,0.39,head,10,2019
vegetable,lettuce,cos,0.55,head,10,2019
vegetable,lettuce,crisp_iceberg_type,0.55,head,10,2019
vegetable,lettuce,little_gem,0.62,twin,10,2019
vegetable,rocket,rocket,5,kg,10,2019
vegetable,onion,bulb_brown,0.37,kg,10,2019
vegetable,onion,bulb_red,0.51,kg,10,2019
vegetable,onion,saladspring,0.3,kg,10,2019
vegetable,swede,swede,0.23,kg,10,2019
vegetable,turnip,turnip,1.35,kg,10,2019
vegetable,parsnips,all_varieties,0.99,kg,10,2019
vegetable,rhubarb,outdoor,1.19,kg,10,2019
vegetable,spinach_leaf,loose_bunches,1.71,kg,10,2019
vegetable,sweetcorn,sweetcorn,0.18,head,10,2019
vegetable,tomatoes,round,0.89,kg,10,2019
vegetable,tomatoes,vine,2.22,kg,10,2019
cut_flowers,gladioli,all_varieties,0.1,stem,10,2019
fruit,apples,bramleys_seedling,0.84,kg,10,2019
fruit,apples,coxs_orange_group,0.83,kg,10,2019
fruit,apples,egremont_russet,0.94,kg,10,2019
fruit,apples,braeburn,0.82,kg,10,2019
fruit,apples,gala,0.72,kg,10,2019
fruit,apples,other_early_season,0.76,kg,10,2019
fruit,apples,other_mid_season,0.85,kg,10,2019
fruit,apples,other_late_season,0.8,kg,10,2019
fruit,blueberries,blueberries,10,kg,10,2019
fruit,pears,conference,0.71,kg,10,2019
fruit,pears,doyenne_du_comice,0.81,kg,10,2019
fruit,raspberries,raspberries,9.44,kg,10,2019
fruit,strawberries,strawberries,2.63,kg,10,2019
vegetable,beans,broad,1.27,kg,10,2019
vegetable,beans,dwarf_french_or_kidney,2.05,kg,10,2019
vegetable,beetroot,beetroot,0.51,kg,10,2019
vegetable,brussels_sprouts,brussels_sprouts,0.81,kg,10,2019
vegetable,pak_choi,pak_choi,2.2,kg,10,2019
vegetable,curly_kale,curly_kale,2.81,kg,10,2019
vegetable,cabbage,red,0.46,kg,10,2019
vegetable,cabbage,savoy,0.53,head,10,2019
vegetable,spring_greens,prepacked,1.06,kg,10,2019
vegetable,cabbage,summer_autumn_pointed,0.6,kg,10,2019
vegetable,cabbage,white,0.55,kg,10,2019
vegetable,cabbage,round_green_other,0.52,head,10,2019
vegetable,calabrese,calabrese,1.07,kg,10,2019
vegetable,capsicum,green,0.62,kg,10,2019
vegetable,capsicum,red,0.57,kg,10,2019
vegetable,capsicum,yelloworange,0.65,kg,10,2019
vegetable,carrots,topped_washed,0.36,kg,10,2019
vegetable,cauliflower,all,0.46,head,10,2019
vegetable,celery,all_washed,0.71,kg,10,2019
vegetable,celeriac,celeriac,0.71,kg,10,2019
vegetable,chinese_leaf,chinese_leaf,0.95,kg,10,2019
vegetable,coriander,coriander,1.57,kg,10,2019
vegetable,courgettes,courgettes,0.98,kg,10,2019
vegetable,cucumbers,cucumbers,0.87,kg,10,2019
vegetable,leeks,trimmed,1.21,kg,10,2019
vegetable,lettuce,butterhead_indoor,0.39,head,10,2019
vegetable,lettuce,cos,0.52,head,10,2019
vegetable,lettuce,crisp_iceberg_type,0.57,head,10,2019
vegetable,lettuce,little_gem,0.6,twin,10,2019
vegetable,onion,bulb_brown,0.35,kg,10,2019
vegetable,onion,bulb_red,0.48,kg,10,2019
vegetable,onion,saladspring,0.27,kg,10,2019
vegetable,swede,swede,0.22,kg,10,2019
vegetable,turnip,turnip,1.32,kg,10,2019
vegetable,parsnips,all_varieties,1.02,kg,10,2019
vegetable,peas,shelling_all_varieties,1.55,kg,10,2019
vegetable,rhubarb,outdoor,1.25,kg,10,2019
vegetable,spinach_leaf,loose_bunches,1.42,kg,10,2019
vegetable,sweetcorn,sweetcorn,0.18,head,10,2019
vegetable,tomatoes,round,0.59,kg,10,2019
vegetable,tomatoes,vine,2.09,kg,10,2019
vegetable,tomatoes,cherry,2.61,kg,10,2019
cut_flowers,gladioli,all_varieties,0.23,stem,10,2019
fruit,apples,bramleys_seedling,0.81,kg,10,2019
fruit,apples,coxs_orange_group,0.82,kg,10,2019
fruit,apples,egremont_russet,0.95,kg,10,2019
fruit,apples,gala,0.73,kg,10,2019
fruit,apples,other_early_season,0.77,kg,10,2019
fruit,apples,other_mid_season,0.59,kg,10,2019
fruit,apples,other_late_season,0.8,kg,10,2019
fruit,blackberries,blackberries,6.4,kg,10,2019
fruit,blueberries,blueberries,7.59,kg,10,2019
fruit,pears,conference,0.69,kg,10,2019
fruit,pears,doyenne_du_comice,0.93,kg,10,2019
fruit,raspberries,raspberries,8.7,kg,10,2019
fruit,strawberries,strawberries,2.92,kg,10,2019
vegetable,beans,broad,1.26,kg,10,2019
vegetable,beans,dwarf_french_or_kidney,1.9,kg,10,2019
vegetable,beans,runner_climbing,1.08,kg,10,2019
vegetable,beetroot,beetroot,0.5,kg,10,2019
vegetable,brussels_sprouts,brussels_sprouts,0.83,kg,10,2019
vegetable,pak_choi,pak_choi,2.3,kg,10,2019
vegetable,curly_kale,curly_kale,2.81,kg,10,2019
vegetable,cabbage,red,0.46,kg,10,2019
vegetable,cabbage,savoy,0.56,head,10,2019
vegetable,spring_greens,prepacked,1.07,kg,10,2019
vegetable,cabbage,summer_autumn_pointed,0.61,kg,10,2019
vegetable,cabbage,white,0.52,kg,10,2019
vegetable,cabbage,round_green_other,0.5,head,10,2019
vegetable,calabrese,calabrese,1.08,kg,10,2019
vegetable,capsicum,green,0.95,kg,10,2019
vegetable,capsicum,red,0.91,kg,10,2019
vegetable,capsicum,yelloworange,0.87,kg,10,2019
vegetable,carrots,topped_washed,0.36,kg,10,2019
vegetable,cauliflower,all,0.51,head,10,2019
vegetable,celery,all_washed,0.72,kg,10,2019
vegetable,celeriac,celeriac,0.73,kg,10,2019
vegetable,chinese_leaf,chinese_leaf,0.95,kg,10,2019
vegetable,coriander,coriander,1.56,kg,10,2019
vegetable,courgettes,courgettes,1.02,kg,10,2019
vegetable,cucumbers,cucumbers,0.84,kg,10,2019
vegetable,leeks,trimmed,1.21,kg,10,2019
vegetable,lettuce,butterhead_indoor,0.39,head,10,2019
vegetable,lettuce,cos,0.53,head,10,2019
vegetable,lettuce,crisp_iceberg_type,0.55,head,10,2019
vegetable,lettuce,little_gem,0.59,twin,10,2019
vegetable,rocket,rocket,4.96,kg,10,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.96,kg,10,2019
vegetable,onion,bulb_brown,0.34,kg,10,2019
vegetable,onion,bulb_red,0.47,kg,10,2019
vegetable,onion,saladspring,0.26,kg,10,2019
vegetable,swede,swede,0.23,kg,10,2019
vegetable,turnip,turnip,1.37,kg,10,2019
vegetable,parsnips,all_varieties,1.01,kg,10,2019
vegetable,peas,shelling_all_varieties,1.3,kg,10,2019
vegetable,rhubarb,outdoor,1.25,kg,10,2019
vegetable,spinach_leaf,loose_bunches,1.7,kg,10,2019
vegetable,sweetcorn,sweetcorn,0.2,head,10,2019
vegetable,tomatoes,round,0.92,kg,10,2019
vegetable,tomatoes,vine,2.58,kg,10,2019
cut_flowers,gladioli,all_varieties,0.23,stem,10,2019
fruit,apples,bramleys_seedling,0.84,kg,10,2019
fruit,apples,coxs_orange_group,0.92,kg,10,2019
fruit,apples,egremont_russet,1,kg,10,2019
fruit,apples,gala,0.87,kg,10,2019
fruit,apples,other_early_season,0.75,kg,10,2019
fruit,apples,other_mid_season,0.85,kg,10,2019
fruit,apples,other_late_season,0.77,kg,10,2019
fruit,blackberries,blackberries,7.7,kg,10,2019
fruit,blueberries,blueberries,5.31,kg,10,2019
fruit,pears,conference,0.91,kg,10,2019
fruit,pears,doyenne_du_comice,0.99,kg,10,2019
fruit,raspberries,raspberries,8.71,kg,10,2019
fruit,strawberries,strawberries,2.75,kg,10,2019
vegetable,beans,broad,1.43,kg,10,2019
vegetable,beans,dwarf_french_or_kidney,1.96,kg,10,2019
vegetable,beans,runner_climbing,1.4,kg,10,2019
vegetable,beetroot,beetroot,0.51,kg,10,2019
vegetable,brussels_sprouts,brussels_sprouts,0.84,kg,10,2019
vegetable,pak_choi,pak_choi,2.41,kg,10,2019
vegetable,curly_kale,curly_kale,2.93,kg,10,2019
vegetable,cabbage,red,0.51,kg,10,2019
vegetable,cabbage,savoy,0.53,head,10,2019
vegetable,spring_greens,prepacked,1.09,kg,10,2019
vegetable,cabbage,summer_autumn_pointed,0.61,kg,10,2019
vegetable,cabbage,white,0.6,kg,10,2019
vegetable,cabbage,round_green_other,0.5,head,10,2019
vegetable,calabrese,calabrese,1.1,kg,10,2019
vegetable,capsicum,green,0.68,kg,10,2019
vegetable,capsicum,red,0.72,kg,10,2019
vegetable,capsicum,yelloworange,0.68,kg,10,2019
vegetable,carrots,topped_washed,0.4,kg,10,2019
vegetable,cauliflower,all,0.56,head,10,2019
vegetable,celery,all_washed,0.73,kg,10,2019
vegetable,celeriac,celeriac,0.72,kg,10,2019
vegetable,chinese_leaf,chinese_leaf,1,kg,10,2019
vegetable,coriander,coriander,1.4,kg,10,2019
vegetable,courgettes,courgettes,1.21,kg,10,2019
vegetable,cucumbers,cucumbers,0.95,kg,10,2019
vegetable,leeks,trimmed,1.21,kg,10,2019
vegetable,lettuce,butterhead_indoor,0.43,head,10,2019
vegetable,lettuce,cos,0.52,head,10,2019
vegetable,lettuce,crisp_iceberg_type,0.56,head,10,2019
vegetable,lettuce,little_gem,0.62,twin,10,2019
vegetable,rocket,rocket,4.93,kg,10,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.87,kg,10,2019
vegetable,onion,bulb_brown,0.35,kg,10,2019
vegetable,onion,bulb_red,0.46,kg,10,2019
vegetable,onion,saladspring,0.25,kg,10,2019
vegetable,swede,swede,0.23,kg,10,2019
vegetable,turnip,turnip,1.26,kg,10,2019
vegetable,parsnips,all_varieties,1.03,kg,10,2019
vegetable,peas,shelling_all_varieties,1.41,kg,10,2019
vegetable,rhubarb,outdoor,1.37,kg,10,2019
vegetable,spinach_leaf,loose_bunches,1.7,kg,10,2019
vegetable,sweetcorn,sweetcorn,0.21,head,10,2019
vegetable,tomatoes,round,0.98,kg,10,2019
vegetable,tomatoes,vine,1.82,kg,10,2019
cut_flowers,gladioli,all_varieties,0.23,stem,10,2019
fruit,apples,bramleys_seedling,0.84,kg,9,2019
fruit,apples,coxs_orange_group,1.04,kg,9,2019
fruit,apples,egremont_russet,0.97,kg,9,2019
fruit,apples,gala,1.1,kg,9,2019
fruit,apples,other_early_season,0.74,kg,9,2019
fruit,apples,other_mid_season,0.88,kg,9,2019
fruit,apples,other_late_season,0.77,kg,9,2019
fruit,blackberries,blackberries,5.48,kg,9,2019
fruit,currants,black,2.4,kg,9,2019
fruit,blueberries,blueberries,5.78,kg,9,2019
fruit,pears,conference,0.93,kg,9,2019
fruit,pears,doyenne_du_comice,0.82,kg,9,2019
fruit,plums,all_other,0.99,kg,9,2019
fruit,raspberries,raspberries,7.34,kg,9,2019
fruit,strawberries,strawberries,2.92,kg,9,2019
vegetable,beans,broad,1.48,kg,9,2019
vegetable,beans,dwarf_french_or_kidney,1.92,kg,9,2019
vegetable,beans,runner_climbing,1.4,kg,9,2019
vegetable,beetroot,beetroot,0.51,kg,9,2019
vegetable,brussels_sprouts,brussels_sprouts,0.85,kg,9,2019
vegetable,pak_choi,pak_choi,2.37,kg,9,2019
vegetable,curly_kale,curly_kale,2.96,kg,9,2019
vegetable,cabbage,red,0.52,kg,9,2019
vegetable,cabbage,savoy,0.53,head,9,2019
vegetable,spring_greens,prepacked,1.08,kg,9,2019
vegetable,cabbage,summer_autumn_pointed,0.58,kg,9,2019
vegetable,cabbage,white,0.59,kg,9,2019
vegetable,cabbage,round_green_other,0.49,head,9,2019
vegetable,calabrese,calabrese,1.16,kg,9,2019
vegetable,capsicum,green,0.65,kg,9,2019
vegetable,capsicum,red,0.72,kg,9,2019
vegetable,capsicum,yelloworange,0.66,kg,9,2019
vegetable,carrots,topped_washed,0.39,kg,9,2019
vegetable,cauliflower,all,0.64,head,9,2019
vegetable,celery,all_washed,0.71,kg,9,2019
vegetable,celeriac,celeriac,0.7,kg,9,2019
vegetable,chinese_leaf,chinese_leaf,0.97,kg,9,2019
vegetable,coriander,coriander,1.5,kg,9,2019
vegetable,courgettes,courgettes,1.34,kg,9,2019
vegetable,cucumbers,cucumbers,0.94,kg,9,2019
vegetable,leeks,trimmed,1.23,kg,9,2019
vegetable,lettuce,butterhead_indoor,0.42,head,9,2019
vegetable,lettuce,cos,0.49,head,9,2019
vegetable,lettuce,crisp_iceberg_type,0.55,head,9,2019
vegetable,lettuce,little_gem,0.63,twin,9,2019
vegetable,rocket,rocket,3.76,kg,9,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.87,kg,9,2019
vegetable,onion,bulb_brown,0.34,kg,9,2019
vegetable,onion,bulb_red,0.46,kg,9,2019
vegetable,onion,saladspring,0.26,kg,9,2019
vegetable,swede,swede,0.23,kg,9,2019
vegetable,turnip,turnip,1.42,kg,9,2019
vegetable,parsnips,all_varieties,1.02,kg,9,2019
vegetable,peas,shelling_all_varieties,1.79,kg,9,2019
vegetable,rhubarb,outdoor,1.26,kg,9,2019
vegetable,spinach_leaf,loose_bunches,1.73,kg,9,2019
vegetable,sweetcorn,sweetcorn,0.2,head,9,2019
vegetable,tomatoes,round,1.3,kg,9,2019
vegetable,tomatoes,vine,1.76,kg,9,2019
cut_flowers,gladioli,all_varieties,0.19,stem,9,2019
fruit,apples,bramleys_seedling,0.96,kg,9,2019
fruit,apples,coxs_orange_group,1,kg,9,2019
fruit,apples,egremont_russet,1.12,kg,9,2019
fruit,apples,gala,0.99,kg,9,2019
fruit,apples,other_early_season,0.7,kg,9,2019
fruit,apples,other_mid_season,0.72,kg,9,2019
fruit,blackberries,blackberries,7.2,kg,9,2019
fruit,currants,black,4.8,kg,9,2019
fruit,blueberries,blueberries,5.74,kg,9,2019
fruit,pears,conference,0.92,kg,9,2019
fruit,pears,other,0.75,kg,9,2019
fruit,plums,victoria,2.14,kg,9,2019
fruit,plums,all_other,0.88,kg,9,2019
fruit,raspberries,raspberries,8.15,kg,9,2019
fruit,strawberries,strawberries,3.71,kg,9,2019
vegetable,beans,broad,1.3,kg,9,2019
vegetable,beans,dwarf_french_or_kidney,1.95,kg,9,2019
vegetable,beans,runner_climbing,1.4,kg,9,2019
vegetable,beetroot,beetroot,0.5,kg,9,2019
vegetable,brussels_sprouts,brussels_sprouts,0.95,kg,9,2019
vegetable,pak_choi,pak_choi,2.62,kg,9,2019
vegetable,curly_kale,curly_kale,2.72,kg,9,2019
vegetable,cabbage,red,0.55,kg,9,2019
vegetable,cabbage,savoy,0.56,head,9,2019
vegetable,spring_greens,prepacked,0.93,kg,9,2019
vegetable,cabbage,summer_autumn_pointed,0.59,kg,9,2019
vegetable,cabbage,white,0.6,kg,9,2019
vegetable,cabbage,round_green_other,0.5,head,9,2019
vegetable,calabrese,calabrese,1.05,kg,9,2019
vegetable,capsicum,green,0.83,kg,9,2019
vegetable,capsicum,red,0.81,kg,9,2019
vegetable,capsicum,elongated,1.33,kg,9,2019
vegetable,capsicum,yelloworange,0.78,kg,9,2019
vegetable,carrots,topped_washed,0.38,kg,9,2019
vegetable,cauliflower,all,0.95,head,9,2019
vegetable,celery,all_washed,0.72,kg,9,2019
vegetable,celeriac,celeriac,0.74,kg,9,2019
vegetable,chinese_leaf,chinese_leaf,0.97,kg,9,2019
vegetable,coriander,coriander,1.54,kg,9,2019
vegetable,courgettes,courgettes,1.15,kg,9,2019
vegetable,cucumbers,cucumbers,0.97,kg,9,2019
vegetable,leeks,trimmed,1.19,kg,9,2019
vegetable,lettuce,butterhead_indoor,0.43,head,9,2019
vegetable,lettuce,cos,0.55,head,9,2019
vegetable,lettuce,crisp_iceberg_type,0.55,head,9,2019
vegetable,lettuce,little_gem,0.62,twin,9,2019
vegetable,rocket,rocket,4.95,kg,9,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.91,kg,9,2019
vegetable,onion,bulb_brown,0.38,kg,9,2019
vegetable,onion,bulb_red,0.44,kg,9,2019
vegetable,onion,saladspring,0.27,kg,9,2019
vegetable,swede,swede,0.24,kg,9,2019
vegetable,turnip,turnip,1.44,kg,9,2019
vegetable,parsnips,all_varieties,1.04,kg,9,2019
vegetable,peas,shelling_all_varieties,1.67,kg,9,2019
vegetable,rhubarb,outdoor,1.78,kg,9,2019
vegetable,spinach_leaf,loose_bunches,1.68,kg,9,2019
vegetable,sweetcorn,sweetcorn,0.22,head,9,2019
vegetable,tomatoes,round,1.54,kg,9,2019
vegetable,tomatoes,vine,2.44,kg,9,2019
cut_flowers,gladioli,all_varieties,0.22,stem,9,2019
fruit,apples,bramleys_seedling,0.93,kg,9,2019
fruit,apples,coxs_orange_group,1.15,kg,9,2019
fruit,apples,egremont_russet,1.19,kg,9,2019
fruit,apples,other_early_season,0.75,kg,9,2019
fruit,blackberries,blackberries,4.6,kg,9,2019
fruit,currants,black,3.46,kg,9,2019
fruit,blueberries,blueberries,5.7,kg,9,2019
fruit,pears,conference,0.99,kg,9,2019
fruit,pears,other,0.83,kg,9,2019
fruit,plums,victoria,2.13,kg,9,2019
fruit,plums,all_other,1.21,kg,9,2019
fruit,raspberries,raspberries,7.22,kg,9,2019
fruit,strawberries,strawberries,3.14,kg,9,2019
vegetable,beans,broad,1.49,kg,9,2019
vegetable,beans,dwarf_french_or_kidney,1.96,kg,9,2019
vegetable,beans,runner_climbing,1.34,kg,9,2019
vegetable,beetroot,beetroot,0.49,kg,9,2019
vegetable,brussels_sprouts,brussels_sprouts,0.98,kg,9,2019
vegetable,pak_choi,pak_choi,2.52,kg,9,2019
vegetable,curly_kale,curly_kale,2.74,kg,9,2019
vegetable,cabbage,red,0.57,kg,9,2019
vegetable,cabbage,savoy,0.51,head,9,2019
vegetable,spring_greens,prepacked,1.04,kg,9,2019
vegetable,cabbage,summer_autumn_pointed,0.56,kg,9,2019
vegetable,cabbage,white,0.61,kg,9,2019
vegetable,cabbage,round_green_other,0.49,head,9,2019
vegetable,calabrese,calabrese,1.13,kg,9,2019
vegetable,capsicum,green,0.87,kg,9,2019
vegetable,capsicum,red,0.84,kg,9,2019
vegetable,capsicum,elongated,1.09,kg,9,2019
vegetable,capsicum,yelloworange,0.95,kg,9,2019
vegetable,carrots,topped_washed,0.4,kg,9,2019
vegetable,cauliflower,all,1.16,head,9,2019
vegetable,celery,all_washed,0.75,kg,9,2019
vegetable,celeriac,celeriac,0.72,kg,9,2019
vegetable,chinese_leaf,chinese_leaf,0.97,kg,9,2019
vegetable,coriander,coriander,1.58,kg,9,2019
vegetable,courgettes,courgettes,1.27,kg,9,2019
vegetable,cucumbers,cucumbers,0.96,kg,9,2019
vegetable,leeks,trimmed,1.26,kg,9,2019
vegetable,lettuce,butterhead_indoor,0.39,head,9,2019
vegetable,lettuce,cos,0.57,head,9,2019
vegetable,lettuce,crisp_iceberg_type,0.51,head,9,2019
vegetable,lettuce,little_gem,0.6,twin,9,2019
vegetable,rocket,rocket,4.72,kg,9,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.61,kg,9,2019
vegetable,onion,bulb_brown,0.38,kg,9,2019
vegetable,onion,bulb_red,0.46,kg,9,2019
vegetable,onion,saladspring,0.26,kg,9,2019
vegetable,swede,swede,0.24,kg,9,2019
vegetable,turnip,turnip,1.46,kg,9,2019
vegetable,parsnips,all_varieties,1.21,kg,9,2019
vegetable,peas,shelling_all_varieties,1.91,kg,9,2019
vegetable,rhubarb,outdoor,1.24,kg,9,2019
vegetable,spinach_leaf,loose_bunches,1.65,kg,9,2019
vegetable,sweetcorn,sweetcorn,0.22,head,9,2019
vegetable,tomatoes,round,1.36,kg,9,2019
vegetable,tomatoes,vine,2.41,kg,9,2019
vegetable,tomatoes,plum,4.5,kg,9,2019
cut_flowers,gladioli,all_varieties,0.24,stem,9,2019
fruit,apples,bramleys_seedling,0.94,kg,9,2019
fruit,apples,coxs_orange_group,0.97,kg,9,2019
fruit,apples,other_early_season,0.74,kg,9,2019
fruit,blackberries,blackberries,3.74,kg,9,2019
fruit,currants,black,3.46,kg,9,2019
fruit,blueberries,blueberries,4.96,kg,9,2019
fruit,gooseberries,gooseberries,4.96,kg,9,2019
fruit,pears,conference,0.95,kg,9,2019
fruit,pears,other,0.83,kg,9,2019
fruit,plums,victoria,2.09,kg,9,2019
fruit,plums,all_other,1.33,kg,9,2019
fruit,raspberries,raspberries,7.4,kg,9,2019
fruit,strawberries,strawberries,2.12,kg,9,2019
vegetable,beans,broad,1.36,kg,9,2019
vegetable,beans,dwarf_french_or_kidney,1.77,kg,9,2019
vegetable,beans,runner_climbing,1.35,kg,9,2019
vegetable,beetroot,beetroot,0.49,kg,9,2019
vegetable,brussels_sprouts,brussels_sprouts,0.94,kg,9,2019
vegetable,pak_choi,pak_choi,2.78,kg,9,2019
vegetable,curly_kale,curly_kale,2.94,kg,9,2019
vegetable,cabbage,red,0.58,kg,9,2019
vegetable,cabbage,savoy,0.52,head,9,2019
vegetable,spring_greens,prepacked,1.02,kg,9,2019
vegetable,cabbage,summer_autumn_pointed,0.58,kg,9,2019
vegetable,cabbage,white,0.63,kg,9,2019
vegetable,cabbage,round_green_other,0.49,head,9,2019
vegetable,calabrese,calabrese,1.56,kg,9,2019
vegetable,capsicum,green,0.93,kg,9,2019
vegetable,capsicum,red,0.84,kg,9,2019
vegetable,capsicum,elongated,1.14,kg,9,2019
vegetable,capsicum,yelloworange,0.91,kg,9,2019
vegetable,carrots,topped_washed,0.39,kg,9,2019
vegetable,cauliflower,all,0.79,head,9,2019
vegetable,celery,all_washed,0.76,kg,9,2019
vegetable,celeriac,celeriac,0.69,kg,9,2019
vegetable,chinese_leaf,chinese_leaf,1,kg,9,2019
vegetable,coriander,coriander,1.45,kg,9,2019
vegetable,courgettes,courgettes,1.17,kg,9,2019
vegetable,cucumbers,cucumbers,0.97,kg,9,2019
vegetable,leeks,trimmed,1.21,kg,9,2019
vegetable,lettuce,butterhead_indoor,0.41,head,9,2019
vegetable,lettuce,cos,0.55,head,9,2019
vegetable,lettuce,crisp_iceberg_type,0.51,head,9,2019
vegetable,lettuce,little_gem,0.6,twin,9,2019
vegetable,rocket,rocket,4.71,kg,9,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.88,kg,9,2019
vegetable,onion,bulb_brown,0.39,kg,9,2019
vegetable,onion,bulb_red,0.49,kg,9,2019
vegetable,onion,saladspring,0.26,kg,9,2019
vegetable,swede,swede,0.24,kg,9,2019
vegetable,turnip,turnip,1.11,kg,9,2019
vegetable,parsnips,all_varieties,1.27,kg,9,2019
vegetable,peas,shelling_all_varieties,1.54,kg,9,2019
vegetable,rhubarb,outdoor,1.09,kg,9,2019
vegetable,spinach_leaf,loose_bunches,1.43,kg,9,2019
vegetable,sweetcorn,sweetcorn,0.18,head,9,2019
vegetable,tomatoes,round,1.17,kg,9,2019
vegetable,tomatoes,vine,2.38,kg,9,2019
cut_flowers,gladioli,all_varieties,0.24,stem,9,2019
fruit,apples,bramleys_seedling,0.97,kg,8,2019
fruit,apples,coxs_orange_group,1.32,kg,8,2019
fruit,apples,gala,0.99,kg,8,2019
fruit,apples,other_early_season,0.75,kg,8,2019
fruit,blackberries,blackberries,6.26,kg,8,2019
fruit,currants,black,3.96,kg,8,2019
fruit,currants,red,7.2,kg,8,2019
fruit,blueberries,blueberries,6.55,kg,8,2019
fruit,cherries,all,3.06,kg,8,2019
fruit,gooseberries,gooseberries,4.02,kg,8,2019
fruit,pears,conference,0.98,kg,8,2019
fruit,pears,other,0.88,kg,8,2019
fruit,plums,victoria,1.51,kg,8,2019
fruit,plums,all_other,1.37,kg,8,2019
fruit,raspberries,raspberries,8.89,kg,8,2019
fruit,strawberries,strawberries,2.5,kg,8,2019
vegetable,beans,broad,1.13,kg,8,2019
vegetable,beans,dwarf_french_or_kidney,1.8,kg,8,2019
vegetable,beans,runner_climbing,1.38,kg,8,2019
vegetable,beetroot,beetroot,0.49,kg,8,2019
vegetable,pak_choi,pak_choi,2.62,kg,8,2019
vegetable,curly_kale,curly_kale,2.74,kg,8,2019
vegetable,cabbage,red,0.5,kg,8,2019
vegetable,cabbage,savoy,0.54,head,8,2019
vegetable,spring_greens,prepacked,1.03,kg,8,2019
vegetable,cabbage,summer_autumn_pointed,0.65,kg,8,2019
vegetable,cabbage,white,0.62,kg,8,2019
vegetable,cabbage,round_green_other,0.48,head,8,2019
vegetable,calabrese,calabrese,1.95,kg,8,2019
vegetable,capsicum,green,0.92,kg,8,2019
vegetable,capsicum,red,0.9,kg,8,2019
vegetable,capsicum,elongated,1.12,kg,8,2019
vegetable,capsicum,yelloworange,0.79,kg,8,2019
vegetable,carrots,topped_washed,0.45,kg,8,2019
vegetable,cauliflower,all,0.92,head,8,2019
vegetable,celery,all_washed,0.8,kg,8,2019
vegetable,celeriac,celeriac,0.71,kg,8,2019
vegetable,coriander,coriander,1.53,kg,8,2019
vegetable,courgettes,courgettes,1.03,kg,8,2019
vegetable,cucumbers,cucumbers,1.17,kg,8,2019
vegetable,leeks,trimmed,1.27,kg,8,2019
vegetable,lettuce,butterhead_indoor,0.41,head,8,2019
vegetable,lettuce,cos,0.55,head,8,2019
vegetable,lettuce,crisp_iceberg_type,0.5,head,8,2019
vegetable,lettuce,little_gem,0.55,twin,8,2019
vegetable,rocket,rocket,4.79,kg,8,2019
vegetable,mixed_babyleaf_salad,pillow_pack,4.75,kg,8,2019
vegetable,onion,bulb_brown,0.34,kg,8,2019
vegetable,onion,bulb_red,0.67,kg,8,2019
vegetable,onion,saladspring,0.28,kg,8,2019
vegetable,swede,swede,0.25,kg,8,2019
vegetable,turnip,turnip,1.29,kg,8,2019
vegetable,parsnips,all_varieties,1.28,kg,8,2019
vegetable,peas,shelling_all_varieties,1.65,kg,8,2019
vegetable,rhubarb,outdoor,1.22,kg,8,2019
vegetable,spinach_leaf,loose_bunches,1.62,kg,8,2019
vegetable,sweetcorn,sweetcorn,0.19,head,8,2019
vegetable,tomatoes,round,1.35,kg,8,2019
vegetable,tomatoes,vine,1.95,kg,8,2019
vegetable,tomatoes,cherry,2.8,kg,8,2019
vegetable,watercress,pillow_packs,10.14,kg,8,2019
cut_flowers,gladioli,all_varieties,0.25,stem,8,2019
fruit,apples,bramleys_seedling,1.02,kg,8,2019
fruit,apples,braeburn,0.55,kg,8,2019
fruit,apples,gala,0.99,kg,8,2019
fruit,apples,other_early_season,0.92,kg,8,2019
fruit,blackberries,blackberries,6.39,kg,8,2019
fruit,currants,black,5.06,kg,8,2019
fruit,blueberries,blueberries,6.07,kg,8,2019
fruit,cherries,all,3.68,kg,8,2019
fruit,gooseberries,gooseberries,4.02,kg,8,2019
fruit,pears,conference,1.09,kg,8,2019
fruit,pears,other,0.87,kg,8,2019
fruit,plums,victoria,1.53,kg,8,2019
fruit,plums,all_other,1.25,kg,8,2019
fruit,raspberries,raspberries,8.37,kg,8,2019
fruit,strawberries,strawberries,2.68,kg,8,2019
vegetable,beans,broad,1.12,kg,8,2019
vegetable,beans,dwarf_french_or_kidney,1.82,kg,8,2019
vegetable,beans,runner_climbing,1.37,kg,8,2019
vegetable,beetroot,beetroot,0.49,kg,8,2019
vegetable,pak_choi,pak_choi,2.6,kg,8,2019
vegetable,curly_kale,curly_kale,2.74,kg,8,2019
